Accession Number,Author,Title,Publisher,Year,Branch,Subject,Shelf,Stack
4192,"Bahadure, Nilesh B.","Microprocessors : The 8086 / 8088, 80186 / 80286, 80386 / 80486 and the Pentium Family",PHI Learning Pvt. Ltd.,2010,E & TC,Microprocessors,,
4196,"Gayakwad, Ramakant A.",Op-Amps and Linear Integrated Circuits,PHI Learning Pvt. Ltd.,2011,E & TC,Integrated Circuits,,
4197,"Pucknell, Douglas A. and Eshraghian, Kamran",Basic VLSI Design,PHI Learning Pvt. Ltd.,2011,E & TC,VLSI,,
4199,"Uffenbeck, John","8086 / 8088 Family : Design, Programming and Interfacing",PHI Learning Pvt. Ltd.,2011,Computer,Microprocessors,,
4216,"Chanda, B. ; Majumder, D. Dutta",Digital Image Processing and Analysis,PHI Learning Pvt. Ltd.,2011,E & TC,Digital Image Processing,,
004217,"Banerjee, Rahul",Internetworking Technologies: An Engineering Perspective,PHI Learning Pvt. Ltd.,2003,I.T.,Networking,,
004219,"Liu, Yu-cheng and Gibson, Glenn A.","Microcomputer Systems The 8086/8088 Family : Architecture, Programming, and Design",PHI Learning Pvt. Ltd.,1986,E & TC,Microcomputer,,
004221,"Valkenburg, M.E. Van",Network Analysis ,PHI Learning Pvt. Ltd.,1974,E & TC,Networking,,
004223,"Coughlin, Robert F.; Driscoll, Fredrick F.",Operational Amplifiers and Linear Integrated Circuits,PHI Learning Pvt. Ltd.,2001,E & TC,Integrated Circuits,,
004225,"Mottershead, Allen",Electronic Devices and Circuits: An Introduction,PHI Learning Pvt. Ltd.,1973,E & TC,Electronic Devices,,
004227,"Nagrath, I.J.",Electronic Devices and Circuits,PHI Learning Pvt. Ltd.,2007,E & TC,Electronic Devices,,
004229,"Jordan, Edward C.; Balmain, Keith G.",Electromagnetic Waves and Radiating Systems,PHI Learning Pvt. Ltd.,1968,E & TC,Electromagnetics,,
004231,"Oppenheim, Alan V. ; Schafer, Ranald W.",Digital Signal Processing,PHI Learning Pvt. Ltd.,1975,E & TC,Digital Signal Processing,,
004233,"Bach, Maurice J.",Design of the Unix Operating System,PHI Learning Pvt. Ltd.,1986,I.T,Operating system,,
004235,"Wolf, Wayne",Modern VLSI Design: IP-Based Design,PHI Learning Pvt. Ltd.,2009,E & TC,VLSI,,
004237,Rajaraman V.,Fundamentals of Computers,PHI Learning Pvt. Ltd.,2010,E & TC,Computer Science,,
004239,"Balch, Mark",Complete Digital Design: A Comprehensive guide to digital Electronics and Computer System Architecture,Tata McGraw-Hill Education Private Limited,2003,E & TC,Digital Electronics,,
004240,"Gupta, Prakash C. ",Data Communications and Computer Networks,PHI Learning Pvt. Ltd.,2006,E & TC,Data Communication,,
004241,"Toro, Vincent Del",Electrical Engineering Fundamentals,PHI Learning Pvt. Ltd.,1986,E & TC,Electrical Engineering ,,
004243,"Anami, Basavaraj S. ; Angadi, Shanmukhappa A ; Manvi, Sunilkumar S.",Computer Concepts and C Programming: A Holistic Approach to Learning C,PHI Learning Pvt. Ltd.,2010,I.T.,C Programming,,
004245,"Black, Uyless D.",Data Communications and Distributed Networks,PHI Learning Pvt. Ltd.,1993,I.T.,Data Communication,,
004247,"Singh, Ajay Kumar",Digital VLSI Design,PHI Learning Pvt. Ltd.,2011,E & TC,VLSI,,
004248,"Bathul, Shahnaz",Mathematical foundations of Computer Science,PHI Learning Pvt. Ltd.,2010,I.T.,Mathematics,,
004250,"Andleigh, Prabhat K. ; Thakrar, Kiran",Multimedia Systems Design,PHI Learning Pvt. Ltd.,1986,I.T.,Multimedia,,
004252,"Patranabis, D.",Sensors and Transducers,PHI Learning Pvt. Ltd.,2003,E & TC,Sensor Technology,,
004254,"Feher, Kamilo",Wireless Digital Communications: Modulation and Spread Spectrum Applications,PHI Learning Pvt. Ltd.,1995,E & TC,Wireless Communication,,
004256,"Schweber, William",Electronic Communication Systems,PHI Learning Pvt. Ltd.,2002,E & TC,Electronic Communication,,
004258,"Rao, B. Kanta",Embedded Systems,PHI Learning Pvt. Ltd.,2011,E & TC,Embedded Systems,,
004260,"Ryder, John D.","Networks, Lines and Fields",PHI Learning Pvt. Ltd.,1955,E&TC,Networking,,
004262,"Bandyopadhyay, M.N.",Communication Engineering,PHI Learning Pvt. Ltd.,2010,E&TC,Communication,,
004263,"Rajaraman, V. ; Radhakrishnan, T.",Digital Logic and Computer Organization,PHI Learning Pvt. Ltd.,2006,E & TC,Digital Logic Design ,,
004265,"Meena, K.",Principles of Digital Electronics,PHI Learning Pvt. Ltd.,2009,E & TC,Digital Electronics,,
004267,"Kant, Krishna",Microprocessor - Based Agri Instrumentation,PHI Learning Pvt. Ltd.,2010,E & TC,Microprocessors,,
004269,"Huelsman, Lawrence P.",Basic Circuit Theory,PHI Learning Pvt. Ltd.,1991,E & TC,Circuit Theory,,
004271,"Gayakwad, Ramakant A.",Op-Amps and Linear Integrated Circuits,PHI Learning Pvt. Ltd.,2000,E & TC,Integrated Circuits,,
004273,"Chanda, B.; Majumder, D. Dutta",Digital Image Processing and Analysis,PHI Learning Pvt. Ltd.,2011,E & TC,Digital Image Processing,,
004274,"Beasley, Jeffrey S. ; Miller, Gary m.",Modern Electronic Communication,PHI Learning Pvt. Ltd.,2008,E & TC,Electronic Communication,,
004275,"Golemam, Daniel",Working with Emotional Intelligence ,Bloomsbury,1998,Computer,Self Help,,
004277,"Covey, Stephen R.",7 Habits of Highly Effective People: Powerful Lessons in Persinal Change,Pocket Books,1997,Computer,Self Help,,
004279,"Bhatt, Pramod Chandra P.",Introduction to Operating Systems: Concepts and Practice,PHI Learning Pvt. Ltd.,2010,I.T.,Operating system,,
004281,"Bhasker, J.",VHDL Primer,PHI Learning Pvt. Ltd.,1999,VHDL,VHDL,,
004283,"Bertsekas, Dimitri ; Gallager, Robert",Data Networks,PHI Learning Pvt. Ltd.,1992,I.T.,Networking,,
004284,"Basu, S.K.",Design Methods and Analysis of Algorithms,PHI Learning Pvt. Ltd.,2005,I.T.,Algorithms,,
004285,"Chattopadhyay, Santanu",Compiler Design,PHI Learning Pvt. Ltd.,2005,I.T.,Compiler,,
004287,"Chan, Terrence",Unix System Programming Using C ++,PHI Learning Pvt. Ltd.,1997,I.T.,Operating system,,
004289,"Uffenbeck, John","8086 / 8088 Family : Design, Programming, and Interfacing",PHI Learning Pvt. Ltd.,1987,Computer,Microprocessors,,
004291,"Shur, Michael",Physics of Semiconductor Devices,PHI Learning Pvt. Ltd.,1990,E & TC,Semiconductors,,
004293,"Kennedy, George ; Davis, Bernard and Prasanna, S R M",Kennedy's Electronic Communication Systems,Tata McGraw-Hill Education Private Limited,2011,E & TC,Electronic Communication,,
004295,"Frenzel, Louis E.",Communication Electronics : Principles and Applications,Tata McGraw-Hill Education Private Limited,2002,E&TC,Electronic Communication,,
004297,"Kalsi, H. S.",Electronic Instrumentation,Tata McGraw-Hill Education Private Limited,2010,E&TC,Instrumentation,,
004299,"Helfrick, Albert D. and Cooper, William D.",Modern Electronic Instrumentation and Measurement Techniques ,PHI Learning Pvt. Ltd.,2011,E&TC,Instrumentation,,
004304,"Bell, David A.",Electronic Devices and Circuits ,Oxford University Press ,2008,E&TC,Electronic Devices,,
004306,"Sawhney, A. K. and Sawhney, Puneet",Course in Electrical and Electronic Measurements and Instrumentation,Dhanpat Rai & Co. (P) Ltd.,2011,E&TC,Instrumentation,,
004311,"Jain, P. C. and Jain, Monika",Engineering Chemistry,Dhanpat Rai & Co. (P) Ltd.,2005,Applied Science & Engineering,Chemistry,,
004314,"Ramamrutham, S. and Narayanan, R.",Engineering Mechanics,Dhanpat Rai & Co. (P) Ltd.,2008,Applied Science & Engineering,Engineering Mechanics,,
004315,"Theraja, B. L.",Basic Electronics : Solid State,S. Chand & Company Ltd.,2005,E & TC,Electronics Engineering,,
004317,"Mehta, V. K. and  Mehta, Rohit",Principles of Electronics,S. Chand & Company Ltd.,2008,E&TC,Electronics Engineering,,
004322,"Hornby, A. S.",Oxford Advanced Learner's Dictionary of Current English,Oxford University Press ,2010,I.T.,English,,
004323,"Mehta, V. K. and Mehta, Rohit","Basic Electrical Engineering for Degree, Diploma and other Enineering Examinations",S. Chand & Company Ltd.,1988,E & TC,Electrical Engineering,,
004324,"Khurmi, R. S.",Textbook of Engineering Mechanics,S. Chand & Company Ltd.,1967,Applied Science & Engineering,Engineering Mechanics,,
004328,"Boylestad, Robert L. and Nashelsky, Louis",Electronic Devices and Circuit Theory,Pearson Education,2009,E&TC,Electronic Devices,,
004343,"Kumar, A. Anand",Fundamentals of Digital Circuits,PHI Learning Pvt. Ltd.,2012,E&TC,Digital Circuit,,
004358,"Dara, S. S. and Umare, S. S.",Textbook of Engineering Chemistry,S. Chand & Company Ltd.,2010,Applied Science & Engineering,Chemistry,,
004361,"Atkins, Peter ; Overton, Tina ; Rourke, Jonathan ; Weller, Mark and Armstrong, Fraser",Shriver and Atkins' Inorganic Chemistry,Oxford University Press ,2010,Applied Science & Engineering,Chemistry,,
004367,"Gupta, Ram B.","Hydrogen Fuel : Production, Transport, and Storage",CRC Press,2009,Applied Science & Engineering,Hydrogen,,
004370,"Boylestad, Robert L.",Introductory Circuit Analysis,Pearson Education,2012,E & TC,Circuit Analysis,,
004380,"Kalsi, H. S.",Electronic Instrumentation,Tata McGraw-Hill Education Private Limited,2010,E&TC,Instrumentation,,
004395,"Sawhney, A. K. and Sawhney, Puneet",Course in Electrical and Electronic Measurements and Instrumentation,Dhanpat Rai & Co. (P) Ltd.,2011,E&TC,Instrumentation,,
004415,"Frenzel, Louis E.",Communication Electronics : Principles and Applications,Tata McGraw-Hill Education Private Limited,2002,E&TC,Electronic Communication,,
004425,"Rattan, S. S.",Theory of Machines,Tata McGraw-Hill Education Private Limited,2009,Applied Science & Engineering,Machine Theory,,
004430,"Bhandari, V. B.",Design of Machine Elements,Tata McGraw-Hill Education Private Limited,2010,Applied Science & Engineering,Machine Theory,,
004433,"Khurmi, R. S. and Gupta, J. K.",Theory of Machines,S. Chand & Company Ltd.,2011,Applied Science & Engineering,Machine Theory,,
004439,"Rajasekaran, S. and Sankarasubramanian, G.",Fundamentals of Engineering Mechanics,Vikas Publishing House Pvt. Ltd.,2005,Applied Science & Engineering,Engineering Mechanics,,
004448,"Beak,Leland L: Manjula D",System Software: An Introduction To Programming ,Pearson Education,2002,E & TC,Systems Programming,,
004453,"Antonakos,James L.",Pentium Microprocessors,Pearson Education,1997,E&TC,Microprocessors,,
004458,"Mazidi,Muhammad Ali",8051 Microcontroller and Embedded Systems using Assembly and C,Pearson Education,2008,E&TC,Microcontroller,,
004473,"Proakis,John G:Manolakis,Dimitris G.","Digital Signal Processing:principles,Algorithms,and applications",Pearson Education,2007,E&TC,Digital Signal Processing,,
004488,"Sklar,Bernard",Digital Communications:Fundamentals and Applications,Pearson Education,2009,E&TC,Digital/Analog Communication,,
004491,"Mazidi,Muhammad Ali",PIC Microcontroller and Embedded systems:Using Assembly and C For PIC 18,Pearson Education,2008,E&TC,Microcontroller,,
004496,"sommerville,Ian",Software Engineering,Pearson Education,2011,I.T,Software Engineering,,
004504,"Elmasri,Ramez and Navathe,Shamkant B.","Database systems:models,languages,Design and Application programming",Pearson Education,2013,Computer,Database Management,,
004512,"Tanenbaum,Andrew S. and Wetherall,David.J.",Computer Networks,Pearson Education,2011,Computer,Networking,,
004520,"Dromey,R.G",How to Solve it by Computer,Pearson Education,2011,I.T.,Computer Science,,
004525,"Sprankle,Maureen",Problem Solving and Programming Concepts,Pearson Education,2006,I.T.,Computer Programming,,
004530,"Date,C.J,Kannan A.and Swamynathan,S.",Introduction to Database systems,Pearson Education,2006,Computer,Database Management,,
004539,"Wakerly,John F.",Digital Design:Principles and practices,Pearson Education,2008,E & TC,Digital Logic Design,,
004541,"pratt,Terrance W.,Zelkawitz,Marvin V.",Programming Languages:Design and Implementation,Pearson Education,2006,I.T.,Programming Language,,
004547,"Stallings,William",Computer Organization and Architecture : Designing for Performance ,Pearson Education,2010,E & TC,Computer Organization,,
004552,"Boylestad,Robert L.and Nashelsky,Louis",Electronic Device and Circuit Theory,Pearson Education,2009,E & TC,Electronic Devices,,
004599,"Hall,Dauglas and Rao,SSSP",Microprocessors and Interfacing : Programming and Hardware,Tata McGraw-Hill Education Private Limited,2012,E & TC,Microprocessor,,
004607,"Loney,Kevin and Koch,George",Oracle9i:The Complete Reference,Tata McGraw-Hill Education Private Limited,2002,Computer,Programming Language,,
004608,"Malvino,Albert and Bates,David J.",Electonic Principles,Tata McGraw-Hill Education Private Limited,2007,E&TC,Electronics Engineering,,
004613,"Pressman,Roger S.",Software Engineering: A practitioner's Approach,Tata McGraw-Hill Education Private Limited,2010,Computer,Software Engineering,,
004623,"Donovan,John J.",Systems programming,Tata McGraw-Hill Education Private Limited,1991,Computer,Software Engineering,,
004633,"Dhir,S.M.","Electronic Components and Materials: Principles,Manufacture and Maintenance",Tata McGraw-Hill Education Private Limited,2000,E&TC,Electronics Engineering,,
004634,"Carlson A.Bruce and Crilly,Paul B.",Communication systems: An Introduction to Signals and Noise in Electrical communication,Tata McGraw-Hill Education Private Limited,2011,E&TC,Elelctrical communication,,
004639,"Hsu, H.P.",Analog and Digital communications,Tata McGraw-Hill Education Private Limited,2010,E&TC,Digital/Analog Communication,,
004644,"Hsu, H.P.",Signals and systems,Tata McGraw-Hill Education Private Limited,2008,E&TC,Signal Theory,,
004649,"Jawadekar,Waman S.",Management Information systems: Text and cases A Digital-Firm perspective,Tata McGraw-Hill Education Private Limited,2008,Computer,Management Information System,,
004659,Martin John C.,Introduction to Languages and The Theory of Computations,Tata McGraw-Hill Education Private Limited,2007,Computer,Computer Science,,
004667,"Kraus,John D.Marhefka,Ronald J.",Antennas and Wave propagation,Tata McGraw-Hill Education Private Limited,2010,E&TC,Antennas,,
004672,"Papoulis,Athanasios and pillai,S.Unnikrishna","Probability,Random Variables and Stochastic processes",Tata McGraw-Hill Education Private Limited,2002,E&TC,Mathematics,,
004674,"Das,Sumitabha",UNIX: Concepts and Applications,Tata McGraw-Hill Education Private Limited,2006,I.T,Operating System,,
004675,"Schultheis,Robert and Sumner,Mary",Management Information systems: The manager's View,Tata McGraw-Hill Education Private Limited,1999,I.T,Management Information System,,
004677,"Kothari,D.P. and Nagrath I. J.",Electric Machines,Tata McGraw-Hill Education Private Limited,2010,E&TC,Electric Machines,,
004682,"Hayt,W.H.,Kemmerly,J.E. and Durbin,S.M.",Engineering Circuit Analysis,Tata McGraw-Hill Education Private Limited,2010,E&TC,Circuit Analysis,,
004687,"Milenkovic,Milan",Operating Systems: Concepts and Design,Tata McGraw-Hill Education Private Limited,1997,Computer,Operating System,,
004692,"Silberschatz,Abrahum; Korth,Henry F.",Database System Concepts,McGraw-Hill Companies,2011,Computer,Database Management,,
004710,"Jalote,Pankaj",Integrated Approach to Software Engineering,Narosa Publishing House,2005,I.T,Software Engineering,,
004712,"Sedha,R.S.",Textbook of Applied Electronics,S Chand & Company Ltd.,2013,E&TC,Applied Electronics,,
004727,"Seth,Dinesh and Rastogi,Subhash C.",Global Management Solution: Demystified,Cingage learning,2009,E&TC,Management,,
004730,"Koontz,Horold and Weithrich,Heinz",Essentials of Management: and International and leadership perspective,Tata McGraw-Hill Education Private Limited,2012,Computer,Management,,
004735,"Deshmukh,Ajay V.",Microcontrollers: Theory and Applications,Tata McGraw-Hill Education Private Limited,2005,Computer,Microcontroller,,
004740,Martin John C.,Introduction to Languages and The Theory of Computations,Tata McGraw-Hill Education Private Limited,2007,Computer,Computer Science,,
004762,"Dhamdhere,D.M.",Systems programming,Tata McGraw-Hill Education Private Limited,2011,E&TC,Systems Programming,,
004777,"Edminister,Joseph A.",Electromagnetics,Tata McGraw-Hill Education Private Limited,2010,E&TC,Electromagnetics,,
004782,"Salivahanan,S. and Gnanapriya C.",Digital Signal Processing,Tata McGraw-Hill Education Private Limited,2011,E&TC,Digital Signal Processing,,
004792,"Davis,Gordan B. and Olson,Margrethe H.",Management Information systems: Conceptual Foundations: Structure and Development,Tata McGraw-Hill Education Private Limited,2000,E&TC,Management Information Systems,,
004795,"Hayt,W.H. and Buck,J.A.",Engineering Electromagnetics,Tata McGraw-Hill Education Private Limited,2006,E&TC,Electromagnetics,,
004800,"Taub,Herbert; Schilling,Donald L.",Principles of Communication Systems,Tata McGraw-Hill Education Private Limited,2008,E&TC,Communication System,,
